rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w;g1f3
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P2P1N1P/1P2PPP1/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/1PP5/P2P1N2/4PPPP/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P2P1N2/1P2PPPP/RNBQKB1R w;e2e4
rnbqkb1r/2pp1ppp/pp2pn2/8/2P1P3/P2P1N2/1P3PPP/RNBQKB1R b;d7d6
rnbqkb1r/2pp1ppp/pp2pn2/8/2P2B2/P2P1N2/1P2PPPP/RN1QKB1R b;d7d6
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;c8b7
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P1NP1N2/1P2PPPP/R1BQKB1R b;g7g6
rnbqkb1r/2pp1ppp/pp2pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b;b6b5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P2PPN2/1P3PPP/RNBQKB1R b;g7g6
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P2P1N2/1P1NPPPP/R1BQKB1R b;d7d6
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;g7g6
rnbqkb1r/2pp1ppp/pp2pn2/8/1PP5/P2P1N2/4PPPP/RNBQKB1R b;d7d5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P2P1N2/1P2PPPP/RNBQKB1R w;b2b4
r1bqkb1r/1ppp1ppp/p1n1pn2/8/1PP5/P2P1N2/4PPPP/RNBQKB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P2PPN2/1P3PPP/RNBQKB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P2P1N2/1P1NPPPP/R1BQKB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P2P1N1P/1P2PPP1/RNBQKB1R b;h7h6
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P2B2/P2P1N2/1P2PPPP/RN1QKB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P1NP1N2/1P2PPPP/R1BQKB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P1P3/P2P1N2/1P3PPP/RNBQKB1R b;e6e5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P2P1N2/1P1BPPPP/RN1QKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P2P1N2/1P2PPPP/RNBQKB1R w;e2e4
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P1P3/P2P1N2/1P3PPP/RNBQKB1R b;e6e5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;d8c7
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P1NP1N2/1P2PPPP/R1BQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P2P1N2/1P1NPPPP/R1BQKB1R b;f8e7
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P2PPN2/1P3PPP/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c6c5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P2P1N1P/1P2PPP1/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P2B2/P2P1N2/1P2PPPP/RN1QKB1R b;c6c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/P2P1N2/1P2PPPP/RNBQKB1R w;d3d4
rnbqkb1r/1ppp1p1p/p3pnp1/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/P2PPN2/1P3PPP/RNBQKB1R b;f8g7
rnbqkb1r/1ppp1p1p/p3pnp1/8/1PP5/P2P1N2/4PPPP/RNBQKB1R b;b7b6
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;f8g7
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P1P3/P2P1N2/1P3PPP/RNBQKB1R b;d7d6
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P2B2/P2P1N2/1P2PPPP/RN1QKB1R b;c7c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;f8g7
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/P1NP1N2/1P2PPPP/R1BQKB1R b;d7d5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/P2P1N2/1P1BPPPP/RN1QKB1R b;f8g7
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/P2P1N2/1P2PPPP/RNBQKB1R w;d3d4
rnb1kb1r/1pppqppp/p3pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b;b7b6
rnb1kb1r/1pppqppp/p3pn2/8/2P5/P1NP1N2/1P2PPPP/R1BQKB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/2P1P3/P2P1N2/1P3PPP/RNBQKB1R b;d7d6
rnb1kb1r/1pppqppp/p3pn2/8/2P2B2/P2P1N2/1P2PPPP/RN1QKB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d7d5
rnb1kb1r/1pppqppp/p3pn2/8/1PP5/P2P1N2/4PPPP/RNBQKB1R b;g7g6
rnb1kb1r/1pppqppp/p3pn2/8/2P5/P2PPN2/1P3PPP/RNBQKB1R b;b7b5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/P2P1N2/1P1NPPPP/R1BQKB1R b;d7d5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/P2P1N1P/1P2PPP1/RNBQKB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P2P1N2/1P2PPPP/RNBQKB1R w;e2e4
rnbqkb1r/1pp2ppp/p2ppn2/8/2P1P3/P2P1N2/1P3PPP/RNBQKB1R b;e6e5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P1NP1N2/1P2PPPP/R1BQKB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b;d6d5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P2PPN2/1P3PPP/RNBQKB1R b;b8d7
rnbqkb1r/1pp2ppp/p2ppn2/8/1PP5/P2P1N2/4PPPP/RNBQKB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PP1P1N2/4PPPP/RNBQKB1R b;f8e7
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P2P1N2/1P1NPPPP/R1BQKB1R b;b7b5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P2P1NP1/1P2PP1P/RNBQKB1R b;d6d5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P2P1N1P/1P2PPP1/RNBQKB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P2P1N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1ppp/p3pn2/8/2P5/PQ3N2/1P1PPPPP/RNB1KB1R b;b7b5
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PQ3N2/1P1PPPPP/RNB1KB1R w;d2d4
rnbqkb1r/2pp1ppp/p3pn2/1p6/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/p3pn2/1P6/8/PQ3N2/1P1PPPPP/RNB1KB1R b;a6b5
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PQ2PN2/1P1P1PPP/RNB1KB1R b;b5c4
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;c8b7
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PQ3N1P/1P1PPPP1/RNB1KB1R b;b5c4
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PQN2N2/1P1PPPPP/R1B1KB1R b;b5c4
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/PQ3N2/1P1PPPPP/RNB1KBR1 b;b5c4
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P4N2/1PQPPPPP/RNB1KB1R b;b5c4
rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/P4N2/QP1PPPPP/RNB1KB1R b;c8b7
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/PQ3N2/1P1PPPPP/RNB1KB1R w;d2d4
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;c5d4
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/PQN2N2/1P1PPPPP/R1B1KB1R b;b8c6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/PQ2PN2/1P1P1PPP/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P4N2/1P1PPPPP/RNBQKB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/P4N2/1PQPPPPP/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/PQ3N1P/1P1PPPP1/RNB1KB1R b;b8c6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;b7b5
rnbqkb1r/1p1p1ppp/p3pn2/2p5/Q1P5/P4N2/1P1PPPPP/RNB1KB1R b;b8c6
rnbqkb1r/1p1p1ppp/p3pn2/2p5/P1P5/1Q3N2/1P1PPPPP/RNB1KB1R b;d7d5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/PQ3N2/1P1PPPPP/RNB1KB1R w;c4d5
rnbqkb1r/1pp2ppp/p3pn2/3P4/8/PQ3N2/1P1PPPPP/RNB1KB1R b;d8d5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/PQ2PN2/1P1P1PPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P4N2/1PQPPPPP/RNB1KB1R b;d5d4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/PQ3N1P/1P1PPPP1/RNB1KB1R b;d5d4
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P4N2/QP1PPPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p3pn2/3p4/Q1P5/P4N2/1P1PPPPP/RNB1KB1R b;b7b5
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/P1Q2N2/1P1PPPPP/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PQ3N2/1P1PPPPP/RNB1KB1R w;d2d4
rnbqkb1r/2pp1ppp/pp2pn2/8/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;b6b5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;b6b5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;f8e7
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PQ3N1P/1P1PPPP1/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PQN2N2/1P1PPPPP/R1B1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R b;c7c5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/PQ2PN2/1P1P1PPP/RNB1KB1R b;d7d5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P2Q1N2/1P1PPPPP/RNB1KB1R b;d7d5
rnbqkb1r/2pp1ppp/pp2pn2/8/2P5/P4N2/1P1PPPPP/RNBQKB1R b;b6b5
rnbqkb1r/2pp1ppp/pp2pn2/4N3/2P5/PQ6/1P1PPPPP/RNB1KB1R b;d7d6
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PQ3N2/1P1PPPPP/RNB1KB1R w;b1c3
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PQN2N2/1P1PPPPP/R1B1KB1R b;e6e5
rnbqkb1r/1pp2ppp/p2ppn2/8/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R b;b7b5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;b7b5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PQ3N1P/1P1PPPP1/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P4N2/1P1PPPPP/RNBQKB1R b;d6d5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PQ2PN2/1P1P1PPP/RNB1KB1R b;d6d5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1pp2ppp/p2ppn2/8/2P5/P2Q1N2/1P1PPPPP/RNB1KB1R b;d6d5
rnbqkb1r/1pp2ppp/p2ppn2/8/Q1P5/P4N2/1P1PPPPP/RNB1KB1R b;b8c6
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PQ3N2/1P1PPPPP/RNB1KB1R w;d2d4
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;d7d5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PQ2PN2/1P1P1PPP/RNB1KB1R b;b7b5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PQN2N2/1P1PPPPP/R1B1KB1R b;b7b5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R b;c6c5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;b7b5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;b7b5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P2Q1N2/1P1PPPPP/RNB1KB1R b;b7b5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P4N2/QP1PPPPP/RNB1KB1R b;b7b5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/P4N2/1P1PPPPP/RNBQKB1R b;b7b5
rnbqkb1r/1p1p1ppp/p1p1pn2/8/2P5/PQ3N1P/1P1PPPP1/RNB1KB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PQ3N2/1P1PPPPP/RNB1KB1R w;d2d4
rnbqk2r/1pppbppp/p3pn2/8/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;h7h6
rnbqk2r/1pppbppp/p3pn2/8/2P5/PQ2PN2/1P1P1PPP/RNB1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PQN2N2/1P1PPPPP/R1B1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P4N2/1P1PPPPP/RNBQKB1R b;d7d5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P4N2/QP1PPPPP/RNB1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/PQ3N1P/1P1PPPP1/RNB1KB1R b;c7c5
rnbqk2r/1pppbppp/p3pn2/8/2P5/P1Q2N2/1P1PPPPP/RNB1KB1R b;c7c5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/PQ3N2/1P1PPPPP/RNB1KB1R w;e2e3
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/PQ2PN2/1P1P1PPP/RNB1KB1R b;c6a5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;b7b5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/PQ3N1P/1P1PPPP1/RNB1KB1R b;e6e5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P4N2/1PQPPPPP/RNB1KB1R b;b7b5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;c6a5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/Q1P5/P4N2/1P1PPPPP/RNB1KB1R b;g7g5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P4N2/QP1PPPPP/RNB1KB1R b;b7b5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P1Q2N2/1P1PPPPP/RNB1KB1R b;b7b5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/P4N2/1P1PPPPP/RNBQKB1R b;d7d5
r1bqkb1r/1ppp1ppp/p1n1pn2/8/2P5/PQ3N2/1P1PPPPP/RNB1KBR1 b;b7b5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PQ3N2/1P1PPPPP/RNB1KB1R w;d2d4
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;b7b5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PQ2PN2/1P1P1PPP/RNB1KB1R b;d7d6
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PQN2N2/1P1PPPPP/R1B1KB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P4N2/1PQPPPPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;b7b5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;b7b5
rnbqkb1r/1ppp1pp1/p3pn1p/8/Q1P5/P4N2/1P1PPPPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/PQ3N1P/1P1PPPP1/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P4N2/1P1PPPPP/RNBQKB1R b;c7c5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2P5/P4N2/QP1PPPPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PQ3N2/1P1PPPPP/RNB1KB1R w;d2d4
rnbqkb1r/1ppp1p1p/p3pnp1/8/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;b7b5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PQN2N2/1P1PPPPP/R1B1KB1R b;c7c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PQ2PN2/1P1P1PPP/RNB1KB1R b;f8g7
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PQ3N1P/1P1PPPP1/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PQ3NP1/1P1PPP1P/RNB1KB1R b;b7b5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/P4N2/1P1PPPPP/RNBQKB1R b;d7d5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/P4N2/1PQPPPPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P4P/PQ3N2/1P1PPPP1/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/PQ1P1N2/1P2PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1p1p/p3pnp1/8/2P5/P4N2/QP1PPPPP/RNB1KB1R b;c7c5
rnbqkb1r/pppp1pp1/4pn1p/8/2P5/P4N2/1P1PPPPP/RNBQKB1R w;d2d4
rnbqkb1r/pppp1pp1/4pn1p/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b;d7d5
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/P4N2/1P2PPPP/RNBQKB1R w;b1c3
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/P1N2N2/1P2PPPP/R1BQKB1R b;c7c6
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/P3PN2/1P3PPP/RNBQKB1R b;b8d7
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP1B2/P4N2/1P2PPPP/RN1QKB1R b;d5c4
rnbqkb1r/ppp2pp1/4pn1p/3P4/3P4/P4N2/1P2PPPP/RNBQKB1R b;e6d5
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;d5c4
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/P4N1P/1P2PPP1/RNBQKB1R b;d5c4
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;f8e7
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/P3BN2/1P2PPPP/RN1QKB1R b;d5c4
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/P2Q1N2/1P2PPPP/RNB1KB1R b;c7c5
rnbqkb1r/ppp2pp1/4pn1p/3p4/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;c7c5
rnbqkb1r/p1pp1pp1/1p2pn1p/8/2PP4/P4N2/1P2PPPP/RNBQKB1R w;b1c3
rnbqkb1r/p1pp1pp1/1p2pn1p/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R b;c8b7
rnbqkb1r/p1pp1pp1/1p2pn1p/8/2PP1B2/P4N2/1P2PPPP/RN1QKB1R b;g7g5
rnbqkb1r/p1pp1pp1/1p2pn1p/3P4/2P5/P4N2/1P2PPPP/RNBQKB1R b;f8d6
rnbqkb1r/p1pp1pp1/1p2pn1p/8/2PP4/P4N1P/1P2PPP1/RNBQKB1R b;f6e4
rnbqkb1r/p1pp1pp1/1p2pn1p/8/2PP4/P3PN2/1P3PPP/RNBQKB1R b;d7d5
rnbqkb1r/p1pp1pp1/1p2pn1p/8/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;c8a6
rnbqkb1r/p1pp1pp1/1p2pn1p/8/2PP4/PQ3N2/1P2PPPP/RNB1KB1R b;c8b7
rnbqkb1r/p1pp1pp1/1p2pn1p/8/2PP4/P2Q1N2/1P2PPPP/RNB1KB1R b;d7d5
rnbqkb1r/p1pp1pp1/1p2pn1p/8/2PP4/PP3N2/4PPPP/RNBQKB1R b;d7d5
rnbqkb1r/p1pp1pp1/1p2pn1p/8/2PP4/P4N2/1P2PPPP/RNBQKBR1 b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/P4N2/1P2PPPP/RNBQKB1R w;b1c3
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2PP1B2/P4N2/1P2PPPP/RN1QKB1R b;b7b6
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/P3PN2/1P3PPP/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/P4N2/1P1NPPPP/R1BQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/1PPP4/P4N2/4PPPP/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/P4N1P/1P2PPP1/RNBQKB1R b;e8g8
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;d7d5
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/P3BN2/1P2PPPP/RN1QKB1R b;e8g8
rnbqk2r/ppppbpp1/4pn1p/8/2PP4/P2Q1N2/1P2PPPP/RNB1KB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/P4N2/1P2PPPP/RNBQKB1R w;b1d2
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/P4N2/1P1NPPPP/R1BQKB1R b;d7d6
rnbqkb1r/1ppp1pp1/p3pn1p/3P4/2P5/P4N2/1P2PPPP/RNBQKB1R b;g7g5
rnbqkb1r/1ppp1pp1/p3pn1p/8/1PPP4/P4N2/4PPPP/RNBQKB1R b;b7b6
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/P3PN2/1P3PPP/RNBQKB1R b;b7b6
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/P3BN2/1P2PPPP/RN1QKB1R b;d7d5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP1B2/P4N2/1P2PPPP/RN1QKB1R b;b7b5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/P4N2/1PQ1PPPP/RNB1KB1R b;c7c5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/PP3N2/4PPPP/RNBQKB1R b;b7b5
rnbqkb1r/1ppp1pp1/p3pn1p/8/2PP4/P4NP1/1P2PP1P/RNBQKB1R b;b7b5
